ID,GlobalUniqueIdentifier,ScientificName,Order,Locality,DecimalLatitude,DecimalLongitude,YearCollected,MonthCollected,DayCollected,Collector,CollectorNumber,Remarks,SamplingEventIdentifier,TimeObservationsStarted,DurationInHours,NumberOfObservers,ObservationCount,ObservationDate,CommonName,BreedingBirdAtlasCode
B108,URN:NatureAlberta:ABATLAS2:95720-BCCH,Poecile atricapillus,Passeriformes,"The Coyote Lake Nature Sanctuary which is west, and a little bit north, of Drayton Valley.",53.2167,-114.983,2005,7,14,Javan Green,9930,,95720,10:30:00,1.5,2,23,Jul 14 2005 12:00AM,Black-capped Chickadee,P
B109,URN:NatureAlberta:ABATLAS2:95766-CAGO,Branta canadensis,Anseriformes,NE28 34 27 W4,51.9161,-113.777,2005,5,23,Tony Blake,9933,,95766,09:40:00,1,0,2,May 23 2005 12:00AM,Canada Goose,H
B110,URN:NatureAlberta:ABATLAS2:92078-BCCH,Poecile atricapillus,Passeriformes,"Fish Creek Provincial Park East, Calgary",50.9167,-113.983,2005,2,23,Andrew Slater,2062,,92078,08:45:00,2,0,10,Feb 23 2005 12:00AM,Black-capped Chickadee,X
B111,URN:NatureAlberta:ABATLAS2:92078-CAGO,Branta canadensis,Anseriformes,"Fish Creek Provincial Park East, Calgary",50.9167,-113.983,2005,2,23,Andrew Slater,2062,,92078,08:45:00,2,0,650,Feb 23 2005 12:00AM,Canada Goose,X
B112,URN:NatureAlberta:ABATLAS2:92099-CAGO,Branta canadensis,Anseriformes,Sadlers Slough,51.05,-113.533,2005,4,24,Andrew Slater,2062,,92099,09:00:00,0.75,0,6,Apr 24 2005 12:00AM,Canada Goose,X
B113,URN:NatureAlberta:ABATLAS2:95537-GRJA,Perisoreus canadensis,Passeriformes,MP41,56.9773,-117.905,2005,7,6,Joan Kerr,6640,,95537,19:00:00,-10,1,1,Jul  6 2005 12:00AM,Gray Jay,FL
B114,URN:NatureAlberta:ABATLAS2:95791-CAGO,Branta canadensis,Anseriformes,Keoma - Ardenode District,51.2167,-113.5,2005,8,28,Andrew Slater,2062,,95791,08:45:00,1.25,0,250,Aug 28 2005 12:00AM,Canada Goose,X
B115,URN:NatureAlberta:ABATLAS2:95562-GRJA,Perisoreus canadensis,Passeriformes,NG97,51.2185,-115.64,2005,6,8,Donna McKown,9914,,95562,10:00:00,5,1,3,Jun  8 2005 12:00AM,Gray Jay,CF
B116,URN:NatureAlberta:ABATLAS2:92103-CAGO,Branta canadensis,Anseriformes,Chestermere Sloughs,51.0667,-113.817,2005,5,8,Andrew Slater,2062,,92103,07:30:00,1.5,0,18,May  8 2005 12:00AM,Canada Goose,X
B117,URN:NatureAlberta:ABATLAS2:95654-COLO,Gavia immer,Gaviiformes,VR37,54.8179,-112.012,2005,6,25,Lois Burkinshaw,5363,,95654,17:00:00,2,1,2,Jun 25 2005 12:00AM,Common Loon,ON
B118,URN:NatureAlberta:ABATLAS2:92145-BCCH,Poecile atricapillus,Passeriformes,SW of Olds,51.7653,-114.246,2005,3,29,Alan Taylor,4371,,92145,16:00:00,1.5,0,1,Mar 29 2005 12:00AM,Black-capped Chickadee,X
B119,URN:NatureAlberta:ABATLAS2:95675-BCCH,Poecile atricapillus,Passeriformes,UP50,52.376,-113.13,2005,5,8,Lorna Smith,9929,,95675,08:15:00,5.25,0,2,May  8 2005 12:00AM,Black-capped Chickadee,P
B120,URN:NatureAlberta:ABATLAS2:92145-CAGO,Branta canadensis,Anseriformes,SW of Olds,51.7653,-114.246,2005,3,29,Alan Taylor,4371,,92145,16:00:00,1.5,0,311,Mar 29 2005 12:00AM,Canada Goose,P
B121,URN:NatureAlberta:ABATLAS2:95675-CAGO,Branta canadensis,Anseriformes,UP50,52.376,-113.13,2005,5,8,Lorna Smith,9929,,95675,08:15:00,5.25,0,1,May  8 2005 12:00AM,Canada Goose,ON
B122,URN:NatureAlberta:ABATLAS2:92082-BCCH,Poecile atricapillus,Passeriformes,Highwood River Valley,50.5667,-114.333,2005,3,20,Andrew Slater,2062,,92082,08:45:00,5,0,1,Mar 20 2005 12:00AM,Black-capped Chickadee,X
B123,URN:NatureAlberta:ABATLAS2:92107-CAGO,Branta canadensis,Anseriformes,Eagle Lake,50.9833,-113.333,2005,5,22,Andrew Slater,2062,,92107,07:30:00,1.25,0,24,May 22 2005 12:00AM,Canada Goose,X
B124,URN:NatureAlberta:ABATLAS2:95679-BCCH,Poecile atricapillus,Passeriformes,Cipperly's Trout Pond,51.7408,-114.11,2005,8,26,Alan Taylor,4371,,95679,18:30:00,1,0,2,Aug 26 2005 12:00AM,Black-capped Chickadee,X
B125,URN:NatureAlberta:ABATLAS2:92128-CAGO,Branta canadensis,Anseriformes,SW of Olds,51.7653,-114.246,2005,3,9,Alan Taylor,4371,,92128,15:45:00,1.75,0,580,Mar  9 2005 12:00AM,Canada Goose,X
B126,URN:NatureAlberta:ABATLAS2:92128-SNOW,Bubo scandiacus,Strigiformes,SW of Olds,51.7653,-114.246,2005,3,9,Alan Taylor,4371,,92128,15:45:00,1.75,0,1,Mar  9 2005 12:00AM,Snowy Owl,X
B127,URN:NatureAlberta:ABATLAS2:92132-CAGO,Branta canadensis,Anseriformes,SW of Olds,51.7653,-114.246,2005,3,14,Alan Taylor,4371,,92132,09:40:00,1,0,96,Mar 14 2005 12:00AM,Canada Goose,P
B128,URN:NatureAlberta:ABATLAS2:95725-BCCH,Poecile atricapillus,Passeriformes,Atlas Square PJ-89,53.1702,-114.234,2005,8,5,Javan Green,9930,,95725,18:45:00,2.25,2,13,Aug  5 2005 12:00AM,Black-capped Chickadee,H
B129,URN:NatureAlberta:ABATLAS2:95725-CAGO,Branta canadensis,Anseriformes,Atlas Square PJ-89,53.1702,-114.234,2005,8,5,Javan Green,9930,,95725,18:45:00,2.25,2,7,Aug  5 2005 12:00AM,Canada Goose,H
B130,URN:NatureAlberta:ABATLAS2:92616-CAGO,Branta canadensis,Anseriformes,UN38,52.1907,-113.414,2005,5,27,Eileen  Ford,9389,14 geese were goslings,92616,18:00:00,3.51667,0,43,May 27 2005 12:00AM,Canada Goose,ON
B131,URN:NatureAlberta:ABATLAS2:92153-CAGO,Branta canadensis,Anseriformes,SW of Olds,51.7653,-114.246,2005,4,5,Alan Taylor,4371,,92153,18:00:00,1.5,0,148,Apr  5 2005 12:00AM,Canada Goose,P
B132,URN:NatureAlberta:ABATLAS2:95746-CAGO,Branta canadensis,Anseriformes,NE3 40 27 W4,52.3812,-113.793,2005,4,30,Tony Blake,9933,,95746,16:00:00,1,0,6,Apr 30 2005 12:00AM,Canada Goose,T
B133,URN:NatureAlberta:ABATLAS2:92174-CAGO,Branta canadensis,Anseriformes,Crawling Valley Reservoir,50.7833,-112.367,2005,5,29,Alan Taylor,4371,,92174,08:00:00,4.5,0,30,May 29 2005 12:00AM,Canada Goose,H
B134,URN:NatureAlberta:ABATLAS2:95750-BCCH,Poecile atricapillus,Passeriformes,NE1 39 2 W5,52.3267,-114.161,2005,5,4,Tony Blake,9933,,95750,15:30:00,1.16667,0,6,May  4 2005 12:00AM,Black-capped Chickadee,H
B135,URN:NatureAlberta:ABATLAS2:95750-CAGO,Branta canadensis,Anseriformes,NE1 39 2 W5,52.3267,-114.161,2005,5,4,Tony Blake,9933,,95750,15:30:00,1.16667,0,1,May  4 2005 12:00AM,Canada Goose,H
B136,URN:NatureAlberta:ABATLAS2:95863-BCCH,Poecile atricapillus,Passeriformes,NAD27 461647 6075435,54.8265,-111.597,2005,5,31,Hilary Cooke,9936,,95863,06:00:00,3,0,2,May 31 2005 12:00AM,Black-capped Chickadee,NB
B137,URN:NatureAlberta:ABATLAS2:95867-BCCH,Poecile atricapillus,Passeriformes,NAD27 463405 6074954,54.8223,-111.57,2005,6,6,Hilary Cooke,9936,,95867,06:00:00,3,0,1,Jun  6 2005 12:00AM,Black-capped Chickadee,NB
B138,URN:NatureAlberta:ABATLAS2:96748-COLO,Gavia immer,Gaviiformes,WT04,56.3497,-110.919,2005,7,7,Dawn Hall,6110,,96748,09:00:00,8,0,1,Jul  7 2005 12:00AM,Common Loon,H
B139,URN:NatureAlberta:ABATLAS2:96748-BCCH,Poecile atricapillus,Passeriformes,WT04,56.3497,-110.919,2005,7,7,Dawn Hall,6110,,96748,09:00:00,8,0,1,Jul  7 2005 12:00AM,Black-capped Chickadee,H
B140,URN:NatureAlberta:ABATLAS2:92733-BCCH,Poecile atricapillus,Passeriformes,LM41,55.1573,-119.433,2005,6,6,Jeanne Smith,9429,,92733,10:00:00,2,0,2,Jun  6 2005 12:00AM,Black-capped Chickadee,V
B141,URN:NatureAlberta:ABATLAS2:92733-CAGO,Branta canadensis,Anseriformes,LM41,55.1573,-119.433,2005,6,6,Jeanne Smith,9429,,92733,10:00:00,2,0,12,Jun  6 2005 12:00AM,Canada Goose,FL
B142,URN:NatureAlberta:ABATLAS2:96823-GRJA,Perisoreus canadensis,Passeriformes,PG82,50.7473,-114.378,2005,8,21,Colin Young,6782,,96823,16:35:00,4.16667,1,4,Aug 21 2005 12:00AM,Gray Jay,H
B143,URN:NatureAlberta:ABATLAS2:96823-CAGO,Branta canadensis,Anseriformes,PG82,50.7473,-114.378,2005,8,21,Colin Young,6782,,96823,16:35:00,4.16667,1,40,Aug 21 2005 12:00AM,Canada Goose,V
B144,URN:NatureAlberta:ABATLAS2:92779-CAGO,Branta canadensis,Anseriformes,WM64,50.9529,-110.072,2005,4,25,Laura O'connor,6072,,92779,06:00:00,3,0,6,Apr 25 2005 12:00AM,Canada Goose,P
B145,URN:NatureAlberta:ABATLAS2:92617-CAGO,Branta canadensis,Anseriformes,UT83,56.2462,-112.858,2005,5,16,Jim Hamilton,9384,,92617,12:00:00,2,0,4,May 16 2005 12:00AM,Canada Goose,P
B146,URN:NatureAlberta:ABATLAS2:92617-GRJA,Perisoreus canadensis,Passeriformes,UT83,56.2462,-112.858,2005,5,16,Jim Hamilton,9384,,92617,12:00:00,2,0,4,May 16 2005 12:00AM,Gray Jay,X
B147,URN:NatureAlberta:ABATLAS2:96869-CAGO,Branta canadensis,Anseriformes,UM78,51.3026,-112.793,2005,7,17,Rob Worona,6639,,96869,17:30:00,3.5,0,26,Jul 17 2005 12:00AM,Canada Goose,FL
B148,URN:NatureAlberta:ABATLAS2:96732-CAGO,Branta canadensis,Anseriformes,PK84,53.6195,-114.208,2005,6,9,Janet Woolgar,4807,,96732,10:00:00,1.5,0,2,Jun  9 2005 12:00AM,Canada Goose,FL
B149,URN:NatureAlberta:ABATLAS2:96890-BCCH,Poecile atricapillus,Passeriformes,"TK94 - Wishbone Trail MAPS station, Waterton Lakes NP",49.1251,-113.807,2005,7,15,Cyndi Smith,10200,,96890,06:00:00,6.75,0,9,Jul 15 2005 12:00AM,Black-capped Chickadee,FL
B150,URN:NatureAlberta:ABATLAS2:96732-COLO,Gavia immer,Gaviiformes,PK84,53.6195,-114.208,2005,6,9,Janet Woolgar,4807,,96732,10:00:00,1.5,0,1,Jun  9 2005 12:00AM,Common Loon,ON
B151,URN:NatureAlberta:ABATLAS2:96894-BCCH,Poecile atricapillus,Passeriformes,"QE13 - Cameron Lake, Waterton Lakes NP",49.0419,-114.035,2005,8,9,Cyndi Smith,10200,,96894,09:00:00,2,0,6,Aug  9 2005 12:00AM,Black-capped Chickadee,H
B152,URN:NatureAlberta:ABATLAS2:92755-BCCH,Poecile atricapillus,Passeriformes,UN38,52.1907,-113.414,2005,5,2,Eileen Ford,5549,,92755,14:30:00,2.5,9,1,May  2 2005 12:00AM,Black-capped Chickadee,X
B153,URN:NatureAlberta:ABATLAS2:92755-CAGO,Branta canadensis,Anseriformes,UN38,52.1907,-113.414,2005,5,2,Eileen Ford,5549,,92755,14:30:00,2.5,9,9,May  2 2005 12:00AM,Canada Goose,P
B154,URN:NatureAlberta:ABATLAS2:96736-BCCH,Poecile atricapillus,Passeriformes,PK84,53.6195,-114.208,2005,7,11,Janet Woolgar,4807,,96736,06:00:00,10.25,0,3,Jul 11 2005 12:00AM,Black-capped Chickadee,T
B155,URN:NatureAlberta:ABATLAS2:92780-CAGO,Branta canadensis,Anseriformes,WM64,50.9529,-110.072,2005,4,22,Laura O'connor,6072,,92780,06:00:00,3,0,6,Apr 22 2005 12:00AM,Canada Goose,X
B156,URN:NatureAlberta:ABATLAS2:96828-BCCH,Poecile atricapillus,Passeriformes,PG72,50.7509,-114.379,2005,5,30,Colin Young,6782,,96828,06:40:00,3.83333,1,2,May 30 2005 12:00AM,Black-capped Chickadee,H
B157,URN:NatureAlberta:ABATLAS2:96936-BCCH,Poecile atricapillus,Passeriformes,PH 49,52.2852,-114.877,2005,4,26,Marilyn Christiansen,6192,,96936,18:30:00,1,0,10,Apr 26 2005 12:00AM,Black-capped Chickadee,X
B158,URN:NatureAlberta:ABATLAS2:96936-CAGO,Branta canadensis,Anseriformes,PH 49,52.2852,-114.877,2005,4,26,Marilyn Christiansen,6192,,96936,18:30:00,1,0,4,Apr 26 2005 12:00AM,Canada Goose,P
B159,URN:NatureAlberta:ABATLAS2:92783-CAGO,Branta canadensis,Anseriformes,WM64,50.9529,-110.072,2005,4,5,Laura O'connor,6072,,92783,06:00:00,3,0,15,Apr  5 2005 12:00AM,Canada Goose,X
B160,URN:NatureAlberta:ABATLAS2:92851-BCCH,Poecile atricapillus,Passeriformes,UP53 and UP54,52.6906,-113.147,2005,4,3,Larry Dubitz,6104,,92851,15:30:00,3,1,4,Apr  3 2005 12:00AM,Black-capped Chickadee,X
B161,URN:NatureAlberta:ABATLAS2:92851-CAGO,Branta canadensis,Anseriformes,UP53 and UP54,52.6906,-113.147,2005,4,3,Larry Dubitz,6104,,92851,15:30:00,3,1,20,Apr  3 2005 12:00AM,Canada Goose,X
B162,URN:NatureAlberta:ABATLAS2:97053-BCCH,Poecile atricapillus,Passeriformes,PM42,55.2501,-114.72,2005,1,20,Aaron A Lehman,6908,,97053,06:00:00,3,0,1,Jan 20 2005 12:00AM,Black-capped Chickadee,X
B163,URN:NatureAlberta:ABATLAS2:97057-BCCH,Poecile atricapillus,Passeriformes,PM42,55.2501,-114.72,2005,1,24,Aaron A Lehman,6908,,97057,06:00:00,3,0,1,Jan 24 2005 12:00AM,Black-capped Chickadee,X
B164,URN:NatureAlberta:ABATLAS2:97078-BCCH,Poecile atricapillus,Passeriformes,PM42,55.2501,-114.72,2005,3,1,Aaron A Lehman,6908,,97078,12:00:00,0,0,1,Mar  1 2005 12:00AM,Black-capped Chickadee,X
B165,URN:NatureAlberta:ABATLAS2:97103-BCCH,Poecile atricapillus,Passeriformes,PM42,55.2501,-114.72,2005,3,28,Aaron A Lehman,6908,,97103,12:00:00,0,0,1,Mar 28 2005 12:00AM,Black-capped Chickadee,X
B166,URN:NatureAlberta:ABATLAS2:97128-BCCH,Poecile atricapillus,Passeriformes,PM42,55.2501,-114.72,2005,4,22,Aaron A Lehman,6908,,97128,12:00:00,0,0,1,Apr 22 2005 12:00AM,Black-capped Chickadee,X
B167,URN:NatureAlberta:ABATLAS2:92854-CAGO,Branta canadensis,Anseriformes,By Red Deer river,51.9397,-114.485,2005,6,3,Murray Schultz,6106,,92854,07:00:00,2.5,0,5,Jun  3 2005 12:00AM,Canada Goose,H
B168,URN:NatureAlberta:ABATLAS2:92947-SNOW,Bubo scandiacus,Strigiformes,"S of Morinville, UQ26",53.7979,-113.647,2005,4,18,Jim Lange,4882,male,92947,06:00:00,3,0,1,Apr 18 2005 12:00AM,Snowy Owl,X
B169,URN:NatureAlberta:ABATLAS2:92989-COLO,Gavia immer,Gaviiformes,"Willow Lake Marina, VT95",56.4357,-111.076,2005,5,1,Grace Norgard,5126,,92989,11:30:00,1.5,3,1,May  1 2005 12:00AM,Common Loon,H
B170,URN:NatureAlberta:ABATLAS2:92989-BCCH,Poecile atricapillus,Passeriformes,"Willow Lake Marina, VT95",56.4357,-111.076,2005,5,1,Grace Norgard,5126,,92989,11:30:00,1.5,3,1,May  1 2005 12:00AM,Black-capped Chickadee,H
B171,URN:NatureAlberta:ABATLAS2:92621-CAGO,Branta canadensis,Anseriformes,UP41,52.4626,-113.283,2005,4,12,Jim Turney,9395,,92621,14:00:00,115,1,2,Apr 12 2005 12:00AM,Canada Goose,ON
B172,URN:NatureAlberta:ABATLAS2:92992-CAGO,Branta canadensis,Anseriformes,"Fish Ladders-Gregoire Lake, VT95",56.4431,-111.081,2005,5,1,Linda Ball,5246,,92992,10:00:00,1,3,1,May  1 2005 12:00AM,Canada Goose,H
B173,URN:NatureAlberta:ABATLAS2:92993-COLO,Gavia immer,Gaviiformes,"Anzac Beach, VT95",56.4381,-111.082,2005,5,1,Linda Ball,5246,,92993,11:00:00,0.5,3,2,May  1 2005 12:00AM,Common Loon,H
B174,URN:NatureAlberta:ABATLAS2:93014-GRJA,Perisoreus canadensis,Passeriformes,WT4,56.3549,-110.921,2005,5,27,Robert Grey,5258,,93014,07:00:00,1,0,3,May 27 2005 12:00AM,Gray Jay,FL
B175,URN:NatureAlberta:ABATLAS2:96899-BCCH,Poecile atricapillus,Passeriformes,"TK93 - Sola Mtn Trail, Waterton Lakes NP",49.0409,-113.806,2005,6,26,Cyndi Smith,10200,,96899,09:00:00,7,1,2,Jun 26 2005 12:00AM,Black-capped Chickadee,H
B176,URN:NatureAlberta:ABATLAS2:93018-GRJA,Perisoreus canadensis,Passeriformes,VT94,56.3497,-111.081,2005,6,6,Robert Grey,5258,,93018,07:00:00,4,0,5,Jun  6 2005 12:00AM,Gray Jay,FL
B177,URN:NatureAlberta:ABATLAS2:96920-GRJA,Perisoreus canadensis,Passeriformes,NJ81,52.4785,-115.748,2005,6,10,Myrna Pearman,9975,,96920,06:00:00,3,1,1,Jun 10 2005 12:00AM,Gray Jay,FL
B178,URN:NatureAlberta:ABATLAS2:96920-BCCH,Poecile atricapillus,Passeriformes,NJ81,52.4785,-115.748,2005,6,10,Myrna Pearman,9975,,96920,06:00:00,3,1,1,Jun 10 2005 12:00AM,Black-capped Chickadee,H
B179,URN:NatureAlberta:ABATLAS2:93013-GRJA,Perisoreus canadensis,Passeriformes,VT74,56.349,-111.405,2005,5,26,Robert Grey,5258,,93013,07:30:00,2.5,0,3,May 26 2005 12:00AM,Gray Jay,FL
B180,URN:NatureAlberta:ABATLAS2:96970-BCCH,Poecile atricapillus,Passeriformes,MK84 - km 34 Emerson Creek Rd,53.6561,-117.226,2005,5,30,Jack Wright,5328,,96970,07:30:00,2,0,1,May 30 2005 12:00AM,Black-capped Chickadee,H
B181,URN:NatureAlberta:ABATLAS2:92738-GRJA,Perisoreus canadensis,Passeriformes,LM40,55.0675,-119.427,2005,5,26,Jeanne Smith,9429,,92738,08:30:00,2.5,0,1,May 26 2005 12:00AM,Gray Jay,FL
B182,URN:NatureAlberta:ABATLAS2:97016-COLO,Gavia immer,Gaviiformes,PJ91,52.4503,-114.13,2005,4,1,Jessie Kinley,4594,; downgraded to X as per dates,97016,12:00:00,-3,0,1,Apr  1 2005 12:00AM,Common Loon,X
B183,URN:NatureAlberta:ABATLAS2:93110-CAGO,Branta canadensis,Anseriformes,12U-WR-41,54.2839,-110.313,2005,5,28,Ted Hindmarch,9589,Mostly migrants -Includes 4 Richardson's,93110,07:00:00,1.5,2,110,May 28 2005 12:00AM,Canada Goose,FL
B184,URN:NatureAlberta:ABATLAS2:97016-CAGO,Branta canadensis,Anseriformes,PJ91,52.4503,-114.13,2005,4,1,Jessie Kinley,4594,also P.,97016,12:00:00,-3,0,12,Apr  1 2005 12:00AM,Canada Goose,FL
B185,URN:NatureAlberta:ABATLAS2:92738-BCCH,Poecile atricapillus,Passeriformes,LM40,55.0675,-119.427,2005,5,26,Jeanne Smith,9429,,92738,08:30:00,2.5,0,1,May 26 2005 12:00AM,Black-capped Chickadee,V
B186,URN:NatureAlberta:ABATLAS2:92738-CAGO,Branta canadensis,Anseriformes,LM40,55.0675,-119.427,2005,5,26,Jeanne Smith,9429,,92738,08:30:00,2.5,0,4,May 26 2005 12:00AM,Canada Goose,V
B187,URN:NatureAlberta:ABATLAS2:93110-COLO,Gavia immer,Gaviiformes,12U-WR-41,54.2839,-110.313,2005,5,28,Ted Hindmarch,9589,,93110,07:00:00,1.5,2,3,May 28 2005 12:00AM,Common Loon,H
B188,URN:NatureAlberta:ABATLAS2:93084-COLO,Gavia immer,Gaviiformes,12U-WR-67 Primrose Lake Evaluation Range,54.7862,-110.058,2005,5,15,Ted Hindmarch,9589,,93084,12:30:00,0.5,3,1,May 15 2005 12:00AM,Common Loon,H
B189,URN:NatureAlberta:ABATLAS2:92742-CAGO,Branta canadensis,Anseriformes,VT95,56.4395,-111.081,2005,5,29,Christine Sparling,9431,,92742,10:00:00,4,3,330,May 29 2005 12:00AM,Canada Goose,X
B190,URN:NatureAlberta:ABATLAS2:93088-COLO,Gavia immer,Gaviiformes,12U-WR-34,54.5566,-110.46,2005,5,28,Ted Hindmarch,9589,SW9-64-03 W4M Beaver Ponds,93088,10:45:00,8.25,3,1,May 28 2005 12:00AM,Common Loon,ON
B191,URN:NatureAlberta:ABATLAS2:93088-GRJA,Perisoreus canadensis,Passeriformes,12U-WR-34,54.5566,-110.46,2005,5,28,Ted Hindmarch,9589,,93088,10:45:00,8.25,3,3,May 28 2005 12:00AM,Gray Jay,H
B192,URN:NatureAlberta:ABATLAS2:97037-BCCH,Poecile atricapillus,Passeriformes,PM42,55.2501,-114.72,2005,1,1,Aaron A Lehman,6908,,97037,12:00:00,0,0,1,Jan  1 2005 12:00AM,Black-capped Chickadee,X
B193,URN:NatureAlberta:ABATLAS2:97041-BCCH,Poecile atricapillus,Passeriformes,PM42,55.2501,-114.72,2005,1,5,Aaron A Lehman,6908,,97041,06:00:00,3,0,1,Jan  5 2005 12:00AM,Black-capped Chickadee,X
B194,URN:NatureAlberta:ABATLAS2:92742-COLO,Gavia immer,Gaviiformes,VT95,56.4395,-111.081,2005,5,29,Christine Sparling,9431,,92742,10:00:00,4,3,3,May 29 2005 12:00AM,Common Loon,X
B195,URN:NatureAlberta:ABATLAS2:93088-BCCH,Poecile atricapillus,Passeriformes,12U-WR-34,54.5566,-110.46,2005,5,28,Ted Hindmarch,9589,,93088,10:45:00,8.25,3,1,May 28 2005 12:00AM,Black-capped Chickadee,H
B196,URN:NatureAlberta:ABATLAS2:93088-CAGO,Branta canadensis,Anseriformes,12U-WR-34,54.5566,-110.46,2005,5,28,Ted Hindmarch,9589,,93088,10:45:00,8.25,3,24,May 28 2005 12:00AM,Canada Goose,P
B197,URN:NatureAlberta:ABATLAS2:93109-COLO,Gavia immer,Gaviiformes,12U-WR-40,54.1877,-110.312,2005,5,28,Ted Hindmarch,9589,,93109,08:30:00,0.5,2,4,May 28 2005 12:00AM,Common Loon,H
B198,URN:NatureAlberta:ABATLAS2:97759-CAGO,Branta canadensis,Anseriformes,SE21-31-27-W4,51.6406,-113.755,2005,4,25,Jack Shier,4383,,97759,08:11:00,0.566667,0,2,Apr 25 2005 12:00AM,Canada Goose,X
B199,URN:NatureAlberta:ABATLAS2:93109-CAGO,Branta canadensis,Anseriformes,12U-WR-40,54.1877,-110.312,2005,5,28,Ted Hindmarch,9589,Migrant molt flocks,93109,08:30:00,0.5,2,507,May 28 2005 12:00AM,Canada Goose,X
B200,URN:NatureAlberta:ABATLAS2:97062-BCCH,Poecile atricapillus,Passeriformes,PM42,55.2501,-114.72,2005,1,29,Aaron A Lehman,6908,,97062,06:00:00,3,0,1,Jan 29 2005 12:00AM,Black-capped Chickadee,X
B201,URN:NatureAlberta:ABATLAS2:97087-BCCH,Poecile atricapillus,Passeriformes,PM42,55.2501,-114.72,2005,3,11,Aaron A Lehman,6908,,97087,12:00:00,0,0,1,Mar 11 2005 12:00AM,Black-capped Chickadee,X
B202,URN:NatureAlberta:ABATLAS2:97108-BCCH,Poecile atricapillus,Passeriformes,PM42,55.2501,-114.72,2005,4,2,Aaron A Lehman,6908,,97108,12:00:00,0,0,1,Apr  2 2005 12:00AM,Black-capped Chickadee,X
B203,URN:NatureAlberta:ABATLAS2:93131-CAGO,Branta canadensis,Anseriformes,12U-WR-03,54.4604,-110.925,2005,5,28,Ted Hindmarch,9589,,93131,17:10:00,2.16667,1,24,May 28 2005 12:00AM,Canada Goose,FL
B204,URN:NatureAlberta:ABATLAS2:92094-CAGO,Branta canadensis,Anseriformes,Keoma - Ardenode District,51.2167,-113.5,2005,4,10,Andrew Slater,2062,,92094,11:00:00,0.75,0,24,Apr 10 2005 12:00AM,Canada Goose,X
B205,URN:NatureAlberta:ABATLAS2:92855-CAGO,Branta canadensis,Anseriformes,"Beaverhill Bird Observatory, UQ91",53.3708,-112.565,2005,4,10,Brooke Bennett,9512,,92855,10:00:00,5,1,15,Apr 10 2005 12:00AM,Canada Goose,X
B206,URN:NatureAlberta:ABATLAS2:92859-BCCH,Poecile atricapillus,Passeriformes,"DeWinton, QG3",50.8244,-114.028,2005,6,6,Romana Windsteig,9394,,92859,09:00:00,4,0,3,Jun  6 2005 12:00AM,Black-capped Chickadee,X
B207,URN:NatureAlberta:ABATLAS2:93130-GRJA,Perisoreus canadensis,Passeriformes,12U-VS-94 SW corner of square along Cold Lake Air Wpns Rge Northgate Access Rd,55.431,-111.185,2005,6,29,Ted Hindmarch,9589,both juvenile,93130,19:25:00,0.75,1,2,Jun 29 2005 12:00AM,Gray Jay,H
B208,URN:NatureAlberta:ABATLAS2:92859-CAGO,Branta canadensis,Anseriformes,"DeWinton, QG3",50.8244,-114.028,2005,6,6,Romana Windsteig,9394,,92859,09:00:00,4,0,6,Jun  6 2005 12:00AM,Canada Goose,X
B209,URN:NatureAlberta:ABATLAS2:93134-CAGO,Branta canadensis,Anseriformes,12U-WR-12,54.3728,-110.763,2005,5,28,Ted Hindmarch,9589,,93134,05:30:00,11,1,42,May 28 2005 12:00AM,Canada Goose,FL
B210,URN:NatureAlberta:ABATLAS2:92119-COLO,Gavia immer,Gaviiformes,Swan Lake,52.1175,-115.186,2005,6,16,Alan Taylor,4371,,92119,07:00:00,4.25,0,2,Jun 16 2005 12:00AM,Common Loon,H
B211,URN:NatureAlberta:ABATLAS2:92144-CAGO,Branta canadensis,Anseriformes,Hwy 22 & Didsbury Blind Road,51.658,-114.294,2005,3,28,Alan Taylor,4371,,92144,14:00:00,1.5,0,60,Mar 28 2005 12:00AM,Canada Goose,X
B212,URN:NatureAlberta:ABATLAS2:92165-CAGO,Branta canadensis,Anseriformes,SW of Olds,51.7653,-114.246,2005,4,30,Alan Taylor,4371,,92165,13:30:00,0.75,0,80,Apr 30 2005 12:00AM,Canada Goose,ON
B213,URN:NatureAlberta:ABATLAS2:93134-COLO,Gavia immer,Gaviiformes,12U-WR-12,54.3728,-110.763,2005,5,28,Ted Hindmarch,9589,,93134,05:30:00,11,1,3,May 28 2005 12:00AM,Common Loon,P
B214,URN:NatureAlberta:ABATLAS2:92997-GRJA,Perisoreus canadensis,Passeriformes,"HWY 881, WT04",56.3463,-110.927,2005,6,4,Dawn Hall,6110,,92997,06:00:00,3,1,1,Jun  4 2005 12:00AM,Gray Jay,X
B215,URN:NatureAlberta:ABATLAS2:93043-BCCH,Poecile atricapillus,Passeriformes,Manning Area,56.9415,-117.608,2005,8,8,Alan Taylor,4371,,93043,10:00:00,2,0,11,Aug  8 2005 12:00AM,Black-capped Chickadee,X
B216,URN:NatureAlberta:ABATLAS2:93043-CAGO,Branta canadensis,Anseriformes,Manning Area,56.9415,-117.608,2005,8,8,Alan Taylor,4371,,93043,10:00:00,2,0,12,Aug  8 2005 12:00AM,Canada Goose,H
B217,URN:NatureAlberta:ABATLAS2:93047-BCCH,Poecile atricapillus,Passeriformes,Sir Winston Churchill Park,54.8225,-111.975,2005,5,28,Stan Gosche,2112,,93047,05:30:00,14.5,13,17,May 28 2005 12:00AM,Black-capped Chickadee,X
